CHURCHES_,CHURCHES_ID,PIN,OWNER_NAME,PROP_ADDR,BILL_ADDR,CITY_STATE,ZIP,EXEMPTCODE,ZONING,DENOMINATION,DENOM
382,37510,0820575000,TABERNACLE BAPTIST CHURCH,3672 N MADRID DR,1223 LANEY WALKER BLVD,"AUGUSTA, GA",30901,,02,BAPTIST,BAPTIST
383,37578,0872185000,FRAZIERVILLE BAPTIST CHURCH,1932 CAROLINA RD,921 PERRY AVE,AUGUSTA GA,30901,E2,02,BAPTIST,BAPTIST
384,37756,0851010000,ST MARKS UNITED METH CHURCH,2343 SUMAC DR,2367 WASHINGTON RD,AUGUSTA GA,30904,E2,02,METHODIST,METHODIST
385,37767,0820250000,TRUSTEES OF BROADWAY BAPTIST CHURCH,2353 HELSINKI DR,2323 BARTON CHAPEL RD,"AUGUSTA, GA",30906,,02,BAPTIST,BAPTIST
386,38080,0872200000,CHRISTIAN FOUNTAIN BAPTIST,2001 GOLDEN ROD ST,2001 GOLDEN ROD ST,AUGUSTA GA,30901,E2,02,BAPTIST,BAPTIST
387,38090,0862144000,SUMERVILLE BAPTIST CHURCH,2200 TUBMAN HOME RD,2200 TUBMAN HOME RD,"AUGUSTA, GA",30906,E2,02,BAPTIST,BAPTIST
388,38116,0861077010,CALVARY BAPTIST CHURCH OF,SOUTHGATE DR,2510 RICHMOND HILL RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
389,38404,0834001000,GLENN HILLS BAPTIST CHURCH INC,LUMPKIN RD,2877 LUMPKIN RD,"AUGUSTA, GA",30906,E2,02,BAPTIST,BAPTIST
390,38467,0872127000,GOOD SAMARITAN BAPTIST CHURCH,WALNUT ST,1556 MAPLE ST,"AUGUSTA, GA",30901,,02,BAPTIST,BAPTIST
391,38514,0872126000,GOOD SAMARITAN BAPTIST CHURCH,2037 WALNUT ST,1556 MAPLE ST,"AUGUSTA, GA",30901,,02,BAPTIST,BAPTIST
392,38573,0873009000,SOUTHGATE BAPTIST CHURCH,2226 PEACH ORCHARD RD,2226 PEACH ORCHARD RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
393,38581,0872212000,TABERNACLE BAPTIST CHURCH,WILLOW ST,1223 LANEY WALKER BLVD,"AUGUSTA, GA",30901,,02,BAPTIST,BAPTIST
394,39018,0863044020,CALVARY BAPTIST CHURCH OF,RICHMOND HILL RD,2510 RICHMOND HILL RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
395,41347,0971033000,HILLCREST BAPTIST CHURCH INC,2453 RIDGE RD,3045 DEANS BRIDGE RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
396,41406,0971031000,HILLCREST BAPTIST CHURCH INC,3040 ACORN RD,3045 DEANS BRIDGE RD,AUGUSTA GA,30906,,02,BAPTIST,BAPTIST
397,41421,0971012000,BROADWAY BAPTIST CHURCH OF AUGUSTA INC,3051 ACORN RD,2323 BARTON CHAPEL RD,"AUGUSTA, GA",30906,,02,BAPTIST,BAPTIST
398,41443,0971034000,HILLCREST BAPTIST CHURCH INC,2455 RIDGE RD,3045 DEANS BRIDGE RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
399,41453,0962097000,BROADWAY BAPTIST CHURCH OF AUGUSTA INC,3053 ACORN RD,2323 BARTON CHAPEL RD,"AUGUSTA, GA",30906,,02,BAPTIST,BAPTIST
400,41455,0962076010,PRESBYTERY OF NORTHEAST GEORGIA INC,GOLDEN CAMP RD,1250 S LUMPKIN ST,ATHENS GA,30605,E2,02,PRESBYTERIAN,PRESBYTERIAN
401,41475,0971028000,HILLCREST BAPTIST CHURCH INC,3046 ACORN RD,3045 DEANS BRIDGE RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
402,41515,0971035000,HILLCREST BAPTIST CHURCH INC,2457 RIDGE RD,3045 DEANS BRIDGE RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
403,41541,0971038000,HILLCREST BAPTIST CHURCH INC,3045 DEANS BRIDGE RD,3045 DEANS BRIDGE RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
404,41550,0971027000,HILLCREST BAPTIST CHURCH INC,3048 ACORN RD,3045 DEANS BRIDGE RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
405,41652,0971024000,HILLCREST BAPTIST CHURCH INC,3054 ACORN RD,3045 DEANS BRIDGE RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
406,41892,0991115000,SOUTHSIDE BAPTIST CHURCH,2407 DANVILLE ST,2420 NORFOLK ST,"AUGUSTA, GA",30906,E2,02,BAPTIST,BAPTIST
407,41913,0971039000,HILLCREST BAPTIST CHURCH INC,3049 DEANS BRIDGE RD,3045 DEANS BRIDGE RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
408,41915,0971040000,HILLCREST BAPTIST CHURCH INC,DEANS BRIDGE RD,3045 DEANS BRIDGE RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
409,41937,0991091000,SOUTHSIDE BAPTIST CHURCH,NORFOLK ST,2420 NORFOLK ST,"AUGUSTA, GA",30906,E2,02,BAPTIST,BAPTIST
410,42025,0950171020,AUGUSTA KOREAN PRESBYTERIAN CHURCH INC BY TRS,BARTON CHAPEL RD,2992 GLENN HILLS DR,"AUGUSTA, GA",30906,E2,02,PRESBYTERIAN,PRESBYTERIAN
411,42145,0950014020,KOREN PRESBYTERIAN CHURCH OF AUGUSTA,BARTON CHAPEL RD,2992 GLENN HILLS DR,"AUGUSTA, GA",30906,,02,PRESBYTERIAN,PRESBYTERIAN
412,43119,0950003020,OPEN DOOR BAPTIST CHURCH OF AUG INC,2629 BARTON CHAPEL RD,2629 BARTON CHAPEL RD,"AUGUSTA, GA",30906,E2,02,BAPTIST,BAPTIST
413,43283,0973202000,CLIFFWOOD PRESBYTERIAN CHURCH,2525 LUMPKIN RD,2525 LUMPKIN RD,"AUGUSTA, GA",30906,E2,02,PRESBYTERIAN,PRESBYTERIAN
414,43446,0950003030,OPEN DOOR BAPTIST CHURCH OF AUG INC,BARTON CHAPEL RD,2629 BARTON CHAPEL RD,"AUGUSTA, GA",30906,,02,BAPTIST,BAPTIST
415,43575,0964050000,LUMPKIN RD BAPTIST CHURCH INC,2544 LUMPKIN RD,2540 LUMPKIN RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
416,43638,0950012000,KOREAN METHODIST CHURCH OF AUGU,2641 BARTON CHAPEL RD,2641 BARTON CHAPEL RD,AUGUSTA GA,30906,E2,02,METHODIST,METHODIST
417,43714,0964052000,BIBLE BAPTIST CHURCH OF AUGUSTA,2540 LUMPKIN RD,3237 DEANS BRIDGE RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
418,43956,0973115000,FAITH TEMPLE MISSIONARY BAPTIST CHURCH OF ETC,2411 YOUNG DR,2916 DEANS BRIDGE RD,"AUGUSTA, GA",30906,E2,02,BAPTIST,BAPTIST
419,45374,1110001000,CRESTVIEW BAPTIST CHURCH OF,2632 MIKE PADGETT HWY,2632 MIKE PADGETT HWY,"AUGUSTA, GA",30906,E2,02,BAPTIST,BAPTIST
420,45741,1101177000,FLEMING BAPTIST CHURCH,HARDING RD,3027 PEACH ORCHARD RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
421,46116,1092118000,CENTRAL BAPTIST CHURCH,2970 RICHMOND HILL RD,3006 RICHMOND HILL RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
422,46151,1101071000,FLEMING BAPTIST CHURCH,3027 PEACH ORCHARD RD,3027 PEACH ORCHARD RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
423,46239,1103006000,FLEMING BAPTIST CHURCH,3027 PEACH ORCHARD RD,3027 PEACH ORCHARD RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
424,47004,1070114000,ST ANDREW UNITED METHODIST CHURCH BOARD OF MISSIONS,2947 MEADOWBROOK DR,2947 MEADOWBROOK DR,AUGUSTA GA,30906,E2,02,METHODIST,METHODIST
425,48234,1222085000,SHERWOOD BAPTIST CHURCH OF AUGUSTA INC,LOUISVILLE RD,3127 LOUISVILLE RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
426,48596,1222086000,SHERWOOD BAPTIST CHURCH OF AUGUSTA INC,LOUISVILLE RD,3127 LOUISVILLE RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
427,49585,1200120010,MEADOWBROOK BAPTIST CHURCH INC,2723 MEADOWBROOK DR,2723 MEADOWBROOK DR,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
428,50610,1210012010,FIRST SHILOH BAPTIST CHURCH,2343 WINDSOR SPRING RD,2343 WINDSOR SPRING RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
429,50919,1210097000,FIRST SHILOH BAPTIST CHURCH,3429 LUCIE ST,2343 WINDSOR SPRING RD,AUGUSTA GA,30906,,02,BAPTIST,BAPTIST
430,51915,1310022010,FIRST SHILOH BAPTIST CHURCH,MEADOWBROOK DR,2343 WINDSOR SPRING RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
431,52710,1322059000,DALLAS HEIGHTS BAPTIST CHURCH,3515 MT VERNON DR,2404 BOYKIN RD,HEPHZIBAH GA,30815,E2,02,BAPTIST,BAPTIST
432,53664,1330004000,SILVERCREST BAPTIST,PEACH ORCHARD RD,CHURCH INC,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
433,53956,1280013000,FRIENDSHIP METHODIST CHURCH,TOBACCO RD,TOBACCO RD,HEPHZIBAH GA,30815,E2,02,METHODIST,METHODIST
434,54502,1290017000,NEW EXODUS BAPTIST CHURCH INC,3604 MORGAN RD,3604 MORGAN RD,"HEPHZIBAH, GA",30815,E2,02,BAPTIST,BAPTIST
435,56013,1450030000,SPIRIT CREEK BAPTIST CHURCH TRUSTEES OF,DIXON AIRLINE RD,DIXION AIRLINE RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
436,56091,1450030000,SPIRIT CREEK BAPTIST CHURCH TRUSTEES OF,DIXON AIRLINE RD,DIXION AIRLINE RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
437,56967,1380001000,MT LEBANON BAPTIST CHURCH,3965 DEANS BRIDGE RD,3965 DEANS BRIDGE RD,"HEPHZIBAH, GA",30815,E2,02,BAPTIST,BAPTIST
438,58078,1410007000,WINDSOR SPRING BAPTIST CHURCH,3692 WINDSOR SPRING RD,P O BOX 5356,"AUGUSTA , GA",30916,E2,02,BAPTIST,BAPTIST
439,58616,1570018070,SOUTHSIDE BAPTIST CHURCH,3612 MIKE PADGETT HWY,2420 NORFOLK ST,"AUGUSTA, GA",30906,E2,02,BAPTIST,BAPTIST
440,58656,1570018070,SOUTHSIDE BAPTIST CHURCH,3612 MIKE PADGETT HWY,2420 NORFOLK ST,"AUGUSTA, GA",30906,E2,02,BAPTIST,BAPTIST
441,58893,1550028010,GRACEWOOD METHODIST CHURCH,2117 TOBACCO RD,2117 TOBACCO RD,"AUGUSTA, GA",30906,E2,02,METHODIST,METHODIST
442,59155,1550038000,FIRST BAPTIST CHURCH OF GRACEW,TOBACCO RD,3633 PEACH ORCHARD RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
443,59198,1550031000,GRACEWOOD UNITED METHODIST CHURCH BY TRS,PEACH ORCHARD RD,P O BOX 95,"GRACEWOOD, GA",30812,E2,02,METHODIST,METHODIST
444,59431,1550033000,GRACEWOOD METH CHURCH,TOBACCO RD,2117 TOBACCO RDy,"AUGUSTA, GA",30906,E2,02,METHODIST,METHODIST
445,59536,1500012000,"MT, LEBANON BAPTIST CHURCH",WILLIS FOREMAN RD,3826 PEACH ORCHARD RD,"AUGUSTA, GA",30906,,02,BAPTIST,BAPTIST
446,59844,1560044000,LIVE RIVER BAPTIST CHURCH,3404 JACK KELLY RD,3404 JACK KELLY RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
447,59905,1550046000,FIRST BAPTIST CHURCH OF GRACEW,3633 PEACH ORCHARD RD,3633 PEACH ORCHARD RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
448,59980,1550047000,FIRST BAPTIST CHURCH OF GRACEW,3651 PEACH ORCHARD RD,3633 PEACH ORCHARD RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
449,59997,1560025000,BUTLER CREEK METHODIST CHURCH,TOBACCO RD,TOBACCO RD,"GRACEWOOD, GA",30812,E2,02,METHODIST,METHODIST
450,60958,1670001100,FIRST CONGREGATIONAL METHODIST,2399 BOYKIN RD,2399 BOYKIN RD,AUGUSTA GA,30906,E2,02,METHODIST,METHODIST
451,61200,1660013000,DALLAS HEIGHTS BAPTIST CHURCH,2404 BOYKIN RD,2404 BOYKIN RD,HEPHZIBAH GA,30815,E2,02,BAPTIST,BAPTIST
452,61978,1710016040,NEW LIFE BAPTIST CHURCH,O SAVANNAH RD,3840 O SAVANNAH RD,"AUGUSTA, GA",30906,E2,02,BAPTIST,BAPTIST
453,62296,1630007000,BIBLE BAPTIST CHURCH OF AUGUSTA INC,DEANS BRIDGE RD,3427 HWY 88,"BLYTHE, GA",30805,,02,BAPTIST,BAPTIST
454,62469,1630008000,BIBLE BAPTIST CHURCH OF AUGUSTA INC,DEANS BRIDGE RD,3427 HWY 88,"BLYTHE, GA",30805,,02,BAPTIST,BAPTIST
455,62637,1630009000,BIBLE BAPTIST CHURCH OF AUGUSTA INC,DEANS BRIDGE RD,3427 HWY 88,"BLYTHE, GA",30805,,02,BAPTIST,BAPTIST
456,64565,1940006000,ENGLISH HILL BAPTIST CHURCH,4079 ENGLISH RD,4079 ENGLISH RD,"HEPHZIBAH, GA",30815,E2,02,BAPTIST,BAPTIST
457,64953,1930006000,WHISPERING PINES BAPTIST CHURCH,4573 WINDSOR SPRING RD,P O BOX 1023,"HEPHZIBAH, GA",30815,E2,03,BAPTIST,BAPTIST
458,65195,1950024010,JOHNSON GROVE BAPTIST CHURCH,4026 PEACH ORCHARD RD,4026 PEACH ORCHARD RD,"HEPHZIBAH, GA",30815,E2,02,BAPTIST,BAPTIST
459,65357,1890015000,BATH PRESBYTERIAN CHURCH,3910 BATH EDIE RD,3910 BATH EDIE RD,"BLYTHE, GA",30805,E2,02,PRESBYTERIAN,PRESBYTERIAN
460,65405,1890015000,BATH PRESBYTERIAN CHURCH,3910 BATH EDIE RD,3910 BATH EDIE RD,"BLYTHE, GA",30805,E2,02,PRESBYTERIAN,PRESBYTERIAN
461,65543,1890026000,THANKFUL BAPTIST CHURCH,PARWOOD RD,302 WALKER ST,AUGUSTA GA,30901,E2,02,BAPTIST,BAPTIST
462,65681,1890009000,BATH BAPTIST CHURCH,3860 PARWOOD RD,PARWOOD DR,"AUGUSTA, GA",30906,E2,02,BAPTIST,BAPTIST
463,65767,1890009000,BATH BAPTIST CHURCH,3860 PARWOOD RD,PARWOOD DR,"AUGUSTA, GA",30906,E2,02,BAPTIST,BAPTIST
464,66767,2130015000,PINE HILL BAPTIST CHURCH,4233 O WAYNESBORO RD,4233 O WAYNESBORO RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
465,66846,2090014000,FIRST EBENEZER BAPTIST CHURCH,2040 EBENEZER DR,EBENEZER DR,"HEPHZIBAH, GA",30815,E2,03,BAPTIST,BAPTIST
466,66879,2090016000,FIRST EBENEZER BAPTIST CHURCH,WINDSOR SPRING RD,EBENEZER DR,"HEPHZIBAH, GA",30815,,03,BAPTIST,BAPTIST
467,67082,2300001000,LIBERTY BAPTIST CHURCH OF AUG GA INC TRUSTEES OF,LIBERTY CHURCH RD,1232 ANDERSON AVE,AUGUSTA GA,30901,E2,02,BAPTIST,BAPTIST
468,67171,2280032000,BEREAN BAPTIST CHURCH,2385 HWY 88,2385 HWY 88,HEPHZIBAH GA,30815,E2,03,BAPTIST,BAPTIST
469,67180,2280024000,HEPH SOUTHERN METHODIST CHURCH,2371 HWY 88,HEPH MCBEAN RD,"HEPHZIBAH, GA",30815,E2,03,METHODIST,METHODIST
470,67826,2270081000,HEPHZIBAH BAPTIST CHURCH,2527 HWY 88,P O BOX 164,HEPHZIBAH GA,30815,E2,03,BAPTIST,BAPTIST
471,67841,2270080000,HEPHZIBAH BAPTIST CHURCH INC,4406 MILLER ST,PO BOX 164,HEPHZIBAH GA,30815,E2,03,BAPTIST,BAPTIST
472,68008,2260003000,LAMAR-MURPHEY BAPTIST CHURCH,2659 LAMAR RD,2659 LAMAR RD,"HEPHZIBAH, GA",30815,E2,03,BAPTIST,BAPTIST
473,68231,2270194040,HEPH UNITED METHODIST CHURCH,CHURCH ST,C/O Y RUSHING 2597 HWY 88,HEPHZIBAH GA,30815,E2,03,METHODIST,METHODIST
474,68272,2270200010,HEPHZIBAH UNITED METHODIST CHURCH BY TRS,4431 BROTHERSVILLE RD,P O BOX 65,"HEPHZIBAH, GA",30815,E2,03,METHODIST,METHODIST
475,68328,2270203000,HEPH UNITED METHODIST CHURCH,BROTHERSVILLE RD,C/O Y RUSHING 2597 HWY 88,HEPHZIBAH GA,30815,E2,03,METHODIST,METHODIST
476,68333,2440047010,FAITH BAPTIST CHURCH,DEANS BRIDGE RD,RT 1 BOX 97D HWY 88,BLYTHE GA,30805,E2,04,BAPTIST,BAPTIST
477,68985,2500001000,HEPH UNITED METHODIST CHURCH,MIMS RD,MIMS RD,"HEPHZIBAH, GA",30815,E2,03,METHODIST,METHODIST
478,69064,2530012000,SECOND EBENEEZER BAPTIST CHURCH,WAYNESBORO RD,P O BOX 9126,"AUGUSTA, GA",30916,E2,02,BAPTIST,BAPTIST
479,69121,2720005060,HEPH SOUTHERN METHODIST CHURCH,HEPH MCBEAN RD,2379 HWY 88,HEPHZIBAH GA,30815,E2,03,METHODIST,METHODIST
480,69122,2720004010,HEPHZIBAH SOUTHERN METHODIST,2228 HEPH MCBEAN RD,2228 HEPH MCBEAN RD,"HEPHZIBAH, GA",30815,E2,03,METHODIST,METHODIST
481,69146,2740005000,SOUTH HAVEN BAPTIST CHURCH BY TRS,4391 PEACH ORCHARD RD,4391 PEACH ORCHARD RD,"HEPHZIBAH, GA",30815,E2,02,BAPTIST,BAPTIST
482,69175,2720004030,HEPH SOUTHERN METHODIST CHURCH,HEPH MCBEAN RD,HEPH MCBEAN RD,"HEPHZIBAH, GA",30815,E2,03,METHODIST,METHODIST
483,69230,2720005050,HEPH SOUTHERN METHODIST CHURCH,HEPH MCBEAN RD,2379 HWY 88,HEPHZIBAH GA,30815,E2,03,METHODIST,METHODIST
484,69256,2670001000,BLYTHE METHODIST CHURCH,307 CHURCH ST,307 CHURCH ST,"BLYTHE, GA",30805,E2,04,METHODIST,METHODIST
485,69283,2670003000,BLYTHE METHODIST CHURCH,317 CHURCH ST,307 CHURCH ST,"BLYTHE, GA",30805,E2,04,METHODIST,METHODIST
486,69587,2790008000,FIELDING SPRING BAPTIST CHURCH,4675 MIKE PADGETT HWY,4440 MIKE PADGETT HWY,"AUGUSTA, GA",30906,E6,02,BAPTIST,BAPTIST
487,69752,2720003100,"STORY, MILL RD BAPTIST CH",4684 STOREY MILL RD,BOX 436L STOREY MILL RD,HEPHZIBAH GA,30815,E2,03,BAPTIST,BAPTIST
488,69948,2690001010,PLEASANT GROVE BAPTIST CHURCH,3084 KEYSVILLE RD,LOUISVILLE RD,HEPHZIBAH GA,30815,E2,02,BAPTIST,BAPTIST
489,70124,2700012000,SPRING GROVE BAPTIST CHURCH,5184 FARMERS BRIDGE RD,5184 FARMERS BRIDGE RD,"HEPHZIBAH, GA",30815,E2,03,BAPTIST,BAPTIST
490,70529,3220002020,CORINTH BAPTIST CHURCH,O SAVANNAH RD,P O BOX 6235,"AUGUSTA , GA",30916,,02,BAPTIST,BAPTIST
491,70604,3020010000,CORINTH BAPTIST CHURCH,4797 MIKE PADGETT HWY,RT 1 BOX 484,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
492,70652,3170001000,FRANKLIN COV BAPTIST CHURCH BY,HEPH MCBEAN RD,HEPH MCBEAN RD,"HEPHZIBAH, GA",30815,E2,02,BAPTIST,BAPTIST
493,71354,3350001030,BERLIN UNITED METHODIST CHURCH,HEPH MCBEAN RD,1518 HEPH MCBEAN RD,"HEPHZIBAH, GA",30815,,02,METHODIST,METHODIST
494,71425,3360104010,MIRACLE BAPTIST CHURCH INC,1308 HEPH MCBEAN RD,1308 HEPH MCBEAN RD,"HEPHZIBAH, GA",30815,E2,02,BAPTIST,BAPTIST
495,71568,3350004000,BERLIN METHODIST,1518 HEPH MCBEAN RD,1546 HEPH MCBEAN RD,"HEPHZIBAH, GA",30815,E2,02,METHODIST,METHODIST
496,71619,3380074000,PINEY GROVE BAPTIST CHURCH,5060 O SAVANNAH RD,HWY #56,MCBEAN GA,30830,E2,02,BAPTIST,BAPTIST
497,7643,0252032000,BETHEL AFRICAN METHODIST EPISCO,401 AUMOND RD,401 AUMOND RD,"AUGUSTA, GA",30909,E2,02,EPISCOPAL,EPISCOPAL
498,8483,0243001000,ST AUGUSTINE OF CANTERBURY EPISCOPAL CHURCH INC,WHEELER RD,3321 WHEELER RD,AUGUSTA GA,30909,E2,02,EPISCOPAL,EPISCOPAL
499,11402,0352318000,CHRIST EPISCOPAL CHURCH IN AGUS,1916 GREENE ST,PO BOX 2965,"AUGUSTA, GA",30914,E2,01,EPISCOPAL,EPISCOPAL
500,11425,0352317000,CHURCH EPISCOPAL CHURCH,1915 HICKS LN,IN AUGUSTA INC,AUGUSTA GA,30901,E2,01,EPISCOPAL,EPISCOPAL
501,11463,0352312000,CHURCH EPISCOPAL CHURCH,1906 GREENE ST,IN AUGUSTA INC,AUGUSTA GA,30901,E2,01,EPISCOPAL,EPISCOPAL
502,11481,0352311000,CHRIST EPISCOPAL CHURCH,1904 GREENE ST,1900 GREENE ST,"AUGUSTA, GA",30904,E2,01,EPISCOPAL,EPISCOPAL
503,11497,0352319000,CHRIST EPISCOPAL CHURCH,1919 HICKS LN,1900 GREENE ST,"AUGUSTA, GA",30904,,01,EPISCOPAL,EPISCOPAL
504,11553,0352315000,CHRIST EPISCOPAL CHURCH IN AGUS,1911 HICKS LN,PO BOX 2965,"AUGUSTA, GA",30914,E2,01,EPISCOPAL,EPISCOPAL
505,11577,0352313000,CHRIST EPISCOPAL CHURCH,1907 HICKS ST,B,AUGUSTA GA,30901,E2,01,EPISCOPAL,EPISCOPAL
506,21358,0464163000,BETHEL AFRICAN METHODIST EPISCO,909 DANTIGNAC ST,P O BOX 131,"AUGUSTA, GA",30903,E2,01,EPISCOPAL,EPISCOPAL
507,21446,0464162000,BETHEL AFRICAN METHODIST EPISCO,839 NINTH ST,P O BOX 131,"AUGUSTA, GA",30903,E2,01,EPISCOPAL,EPISCOPAL
508,44565,0974218000,ALBANS EPISCOPAL CHURCH,2321 LUMPKIN RD,2321 LUMPKIN RD,AUGUSTA GA,30906,E2,02,EPISCOPAL,EPISCOPAL
509,46399,1093033000,ORDR OF ST HELENA THE PROTSTNT EPISCPL CRCH OF THE DISCESE GA,3041 HUMMINGBIRD LN,INC 611 EAST BAY ST,SAVANNAH GA,31401,E2,02,EPISCOPAL,EPISCOPAL
510,46432,1093034000,ORDR OF ST HELENA PROTESTANT EPISCPL CRCH OF THE DISCESE GA,3039 HUMMINGBIRD LN,PO BOX 5645,AUGUSTA GA,30916,E2,02,EPISCOPAL,EPISCOPAL
511,46944,1093034000,ORDR OF ST HELENA PROTESTANT EPISCPL CRCH OF THE DISCESE GA,3039 HUMMINGBIRD LN,PO BOX 5645,AUGUSTA GA,30916,E2,02,EPISCOPAL,EPISCOPAL
512,47025,1093033000,ORDR OF ST HELENA THE PROTSTNT EPISCPL CRCH OF THE DISCESE GA,3041 HUMMINGBIRD LN,INC 611 EAST BAY ST,SAVANNAH GA,31401,E2,02,EPISCOPAL,EPISCOPAL
513,56737,1390382000,WILLIAMS MEMORIAL CHRISTIAN METHODIST EPISCOPAL ETC,2962 ARROWWOOD CIR,630 FIFTEENTH ST,"AUGUSTA, GA",30901,E2,02,EPISCOPAL,EPISCOPAL
514,57423,1400010050,PROTESTANT EPISCOPAL CHURCH IN THE DIOCESE OF GA (0785),2616 TOBACCO RD,ATT: TREASURE PO BOX 5785,AUGUSTA GA,30916,E2,02,EPISCOPAL,EPISCOPAL
515,5827,0203140000,LAKEVIEW ASSEMBLY OF GOD CHURCH,820 ONA DR,2002 ELLIS ST,AUGUSTA GA,30904,E2,02,ASSEMBLY OF GOD,ASSEMBLY OF GOD
516,10365,0351039000,LAKEVIEW ASSEMBLY OF GOD,2002 ELLIS ST,2002 ELLIS ST,"AUGUSTA, GA",30904,E2,01,ASSEMBLY OF GOD,ASSEMBLY OF GOD
517,15169,0354236000,FIRST ASSEMBLY OF GOD CHURCH OF AUGUSTA GA INC,628 BOHLER AVE,1613 FENWICK ST,"AUGUSTA, GA",30904,,01,ASSEMBLY OF GOD,ASSEMBLY OF GOD
518,15235,0354237000,FIRST ASSEMBLY OF GOD INC,628 1/2 BOHLER AVE,1613 FENWICK ST,AUGUSTA GA,30904,E2,01,ASSEMBLY OF GOD,ASSEMBLY OF GOD
519,15320,0354238000,FIRST ASSEMBLY OF GOD INC,630 BOHLER AVE,1611 FENWICK ST,AUGUSTA GA,30904,E2,01,ASSEMBLY OF GOD,ASSEMBLY OF GOD
520,15412,0354239000,FIRST ASSEMBLY OF GOD INC,632 BOHLER AVE,1613 FENWICK ST,AUGUSTA GA,30904,E2,01,ASSEMBLY OF GOD,ASSEMBLY OF GOD
521,15479,0354240000,FIRST ASSEMBLY OF GOD INC,1613 FENWICK ST,1613 FENWICK ST,AUGUSTA GA,30904,E2,01,ASSEMBLY OF GOD,ASSEMBLY OF GOD
522,15496,0354243000,FIRST ASSEMBLY OF GOD INC,633 MOORE AVE,1613 FENWICK ST,AUGUSTA GA,30904,E2,01,ASSEMBLY OF GOD,ASSEMBLY OF GOD
523,15595,0354411000,FIRST ASSEMBLY OF GOD INC,1632 FENWICK ST,1611 FENWICK ST,AUGUSTA GA,30904,E2,01,ASSEMBLY OF GOD,ASSEMBLY OF GOD
524,15635,0354422000,FIRST ASSEMBLY OF GOD CHURCH OF AUGUSTA GA,1628 FENWICK ST,1613 FENWICK ST,"AUGUSTA, GA",30904,,01,ASSEMBLY OF GOD,ASSEMBLY OF GOD
525,15652,0354242000,FIRST ASSEMBLY OF GOD CHURCH OF AUGUSTA GA INC,1603 FENWICK ST,1613 FENWICK ST,"AUGUSTA, GA",30904,E2,01,ASSEMBLY OF GOD,ASSEMBLY OF GOD
742,45267,1070055000,AUGUSTA FULL GOSPEL CHURCH THE,JANET AVE,3519 JANET AVE,"AUGUSTA, GA",30906,,02,CHRISTIAN,CHRISTIAN
743,45459,1070056020,AUGUSTA FULL GOSPEL CHURCH THE,3519 JANET AVE,3519 JANET AVE,"AUGUSTA, GA",30906,E2,02,CHRISTIAN,CHRISTIAN
744,45501,1070056010,AUGUSTA FULL GOSPEL CHURCH THE,3033 MEADOWBROOK DR,3519 JANET AVE,"AUGUSTA, GA",30906,,02,CHRISTIAN,CHRISTIAN
745,46181,1090001000,ORDER OF ST HELEN THE,RICHMOND HILL RD,P O BOX 5645,AUGUSTA GA,30916,E2,02,CHRISTIAN,CHRISTIAN
746,47226,1103187000,COKESBURY MEDTHODIST CHURCH,2005 WINDSOR SPRING RD,2005 WINDSOR SPRING RD,AUGUSTA GA,30906,E2,02,METHODIST,METHODIST
747,47445,1090002000,ORDER OF ST HELEN THE,EAGLE DR,P O BOX 5645,AUGUSTA GA,30916,E2,02,CHRISTIAN,CHRISTIAN
